data,dataVersion,eventTime,eventType,id,metadataVersion,subject,topic
"{'api': 'PutBlob', 'clientRequestId': '74b61a42-186f-482c-8c7b-6435ccd89612', 'requestId': '0cadf8ca-701e-0059-14ac-9dfb51000000', 'eTag': '0x8DD6BC367C1CB71', 'contentType': 'application/octet-stream', 'contentLength': 0, 'blobType': 'AppendBlob', 'accessTier': 'Default', 'url': 'https://logsstorage0.blob.core.windows.net/am-perf/WorkspaceResourceId=/subscriptions/8899792c-0a3f-4687-b146-03aaef6818f4/resourcegroups/li_test/providers/microsoft.operationalinsights/workspaces/li-workspace/y=2025/m=03/d=25/h=17/m=35/PT5M.json', 'sequencer': '000000000000000000000000000000B0000000000019d354', 'storageDiagnostics': {'batchId': 'e49b8213-5006-0013-00ac-9d58de000000'}}",,2025-03-25T17:35:16.0026993Z,Microsoft.Storage.BlobCreated,0cadf8ca-701e-0059-14ac-9dfb51066fc2,1,/blobServices/default/containers/am-perf/blobs/WorkspaceResourceId=/subscriptions/8899792c-0a3f-4687-b146-03aaef6818f4/resourcegroups/li_test/providers/microsoft.operationalinsights/workspaces/li-workspace/y=2025/m=03/d=25/h=17/m=35/PT5M.json,/subscriptions/8899792c-0a3f-4687-b146-03aaef6818f4/resourceGroups/LI_Test/providers/Microsoft.Storage/storageAccounts/logsstorage0
